1 0.527446 1.61828
1 1.36576 0.388859
0.999 0.526722 1.61827
0.999 1.36621 0.38783
0.998 0.526002 1.61826
0.998 1.36665 0.386806
0.997 1.36709 0.385788
0.997 0.525287 1.61824
0.996 1.36753 0.384776
0.996 0.524574 1.61821
0.995 1.36796 0.38377
0.995 0.523866 1.61818
0.994 1.36839 0.382769
0.994 0.523162 1.61814
0.993 1.36882 0.381773
0.993 0.522461 1.6181
0.992 1.36924 0.380783
0.992 0.521764 1.61806
0.991 1.36966 0.379798
0.991 0.521071 1.61801
0.99 1.37007 0.378818
0.99 0.520382 1.61795
0.989 1.37049 0.377844
0.989 0.519696 1.61789
0.988 1.37089 0.376875
0.988 0.519014 1.61782
0.987 1.3713 0.375911
0.987 0.518336 1.61776
0.986 1.3717 0.374952
0.986 0.517661 1.61768
0.985 1.3721 0.373999
0.985 0.51699 1.6176
0.984 0.516322 1.61752
0.984 1.37249 0.373051
0.983 0.515658 1.61743
0.983 1.37289 0.372107
0.982 0.514997 1.61734
0.982 1.37327 0.371169
0.981 0.51434 1.61724
0.981 1.37366 0.370235
0.98 0.513686 1.61714
0.98 1.37404 0.369306
0.979 0.513036 1.61704
0.979 1.37442 0.368382
0.978 0.512389 1.61693
0.978 1.3748 0.367463
0.977 0.511745 1.61682
0.977 1.37517 0.366549
0.976 0.511105 1.6167
0.976 1.37554 0.365639
0.975 1.3759 0.364734
0.975 0.510469 1.61658
0.974 1.37627 0.363834
0.974 0.509835 1.61645
0.973 1.37663 0.362938
0.973 0.509205 1.61632
0.972 1.37698 0.362047
0.972 0.508577 1.61619
0.971 1.37734 0.361161
0.971 0.507953 1.61605
0.97 1.37769 0.360279
0.97 0.507332 1.61591
0.969 1.37804 0.359401
0.969 0.506714 1.61577
0.968 1.37838 0.358528
0.968 0.5061 1.61562
0.967 1.37872 0.35766
0.967 0.505488 1.61547
0.966 1.37906 0.356795
0.966 0.50488 1.61531
0.965 1.37939 0.355935
0.965 0.504274 1.61515
0.964 1.37973 0.35508
0.964 0.503672 1.61499
0.963 1.38006 0.354229
0.963 0.503073 1.61482
0.962 1.38038 0.353381
0.962 0.502476 1.61465
0.961 1.38071 0.352539
0.961 0.501883 1.61448
0.96 1.38103 0.3517
0.96 0.501292 1.6143
0.959 1.38134 0.350866
0.959 0.500705 1.61412
0.958 1.38166 0.350035
0.958 0.50012 1.61394
0.957 1.38197 0.349209
0.957 0.499538 1.61375
0.956 1.38228 0.348387
0.956 0.498959 1.61356
0.955 1.38258 0.347569
0.955 0.498383 1.61337
0.954 1.38289 0.346754
0.954 0.497809 1.61318
0.953 1.38319 0.345944
0.953 0.497239 1.61298
0.952 1.38348 0.345138
0.952 0.496671 1.61277
0.951 1.38378 0.344336
0.951 0.496106 1.61257
0.95 1.38407 0.343537
0.95 0.495544 1.61236
0.949 1.38436 0.342743
0.949 0.494984 1.61215
0.948 1.38465 0.341952
0.948 0.494427 1.61194
0.947 1.38493 0.341165
0.947 0.493873 1.61172
0.946 1.38521 0.340382
0.946 0.493321 1.6115
0.945 1.38549 0.339602
0.945 0.492772 1.61128
0.944 1.38576 0.338827
0.944 0.492226 1.61105
0.943 1.38603 0.338055
0.943 0.491682 1.61082
0.942 1.3863 0.337286
0.942 0.491141 1.61059
0.941 1.38657 0.336522
0.941 0.490602 1.61036
0.94 1.38684 0.335761
0.94 0.490066 1.61012
0.939 1.3871 0.335003
0.939 0.489533 1.60988
0.938 1.38736 0.334249
0.938 0.489001 1.60964
0.937 1.38761 0.333499
0.937 0.488473 1.60939
0.936 1.38787 0.332752
0.936 0.487947 1.60915
0.935 1.38812 0.332009
0.935 0.487423 1.6089
0.934 1.38836 0.331269
0.934 0.486902 1.60865
0.933 1.38861 0.330533
0.933 0.486383 1.60839
0.932 1.38885 0.3298
0.932 0.485867 1.60814
0.931 1.38909 0.32907
0.931 0.485352 1.60788
0.93 1.38933 0.328344
0.93 0.484841 1.60761
0.929 1.38957 0.327621
0.929 0.484331 1.60735
0.928 1.3898 0.326902
0.928 0.483824 1.60708
0.927 1.39003 0.326185
0.927 0.48332 1.60682
0.926 1.39026 0.325472
0.926 0.482817 1.60655
0.925 1.39048 0.324763
0.925 0.482317 1.60627
0.924 1.39071 0.324056
0.924 0.48182 1.606
0.923 1.39093 0.323353
0.923 0.481324 1.60572
0.922 1.39114 0.322653
0.922 0.480831 1.60544
0.921 1.39136 0.321956
0.921 0.48034 1.60516
0.92 1.39157 0.321263
0.92 0.479851 1.60487
0.919 1.39178 0.320572
0.919 0.479364 1.60459
0.918 1.39199 0.319885
0.918 0.47888 1.6043
0.917 1.3922 0.3192
0.917 0.478397 1.60401
0.916 1.3924 0.318519
0.916 0.477917 1.60372
0.915 1.3926 0.317841
0.915 0.477439 1.60343
0.914 1.3928 0.317166
0.914 0.476963 1.60313
0.913 1.39299 0.316494
0.913 0.476489 1.60283
0.912 1.39319 0.315825
0.912 0.476018 1.60253
0.911 1.39338 0.315158
0.911 0.475548 1.60223
0.91 1.39357 0.314495
0.91 0.475081 1.60193
0.909 1.39375 0.313835
0.909 0.474615 1.60162
0.908 1.39394 0.313178
0.908 0.474152 1.60132
0.907 1.39412 0.312523
0.907 0.47369 1.60101
0.906 1.3943 0.311871
0.906 0.473231 1.6007
0.905 1.39447 0.311223
0.905 0.472773 1.60039
0.904 1.39465 0.310577
0.904 0.472318 1.60007
0.903 1.39482 0.309934
0.903 0.471865 1.59976
0.902 1.39499 0.309293
0.902 0.471413 1.59944
0.901 1.39516 0.308656
0.901 0.470964 1.59912
0.9 1.39532 0.308021
0.9 0.470516 1.5988
0.899 1.39549 0.307389
0.899 0.470071 1.59848
0.898 1.39565 0.30676
0.898 0.469627 1.59816
0.897 1.3958 0.306134
0.897 0.469185 1.59783
0.896 1.39596 0.30551
0.896 0.468745 1.5975
0.895 0.468306 1.59718
0.895 1.39611 0.304889
0.894 0.46787 1.59685
0.894 1.39627 0.30427
0.893 0.467436 1.59652
0.893 1.39642 0.303654
0.892 0.467003 1.59618
0.892 1.39656 0.303041
0.891 0.466573 1.59585
0.891 1.39671 0.302431
0.89 0.466144 1.59551
0.89 1.39685 0.301823
0.889 0.465717 1.59518
0.889 1.39699 0.301217
0.888 0.465292 1.59484
0.888 1.39713 0.300615
0.887 0.464868 1.5945
0.887 1.39727 0.300014
0.886 0.464447 1.59416
0.886 1.3974 0.299417
0.885 0.464027 1.59382
0.885 1.39753 0.298821
0.884 0.463609 1.59347
0.884 1.39766 0.298229
0.883 0.463192 1.59313
0.883 1.39779 0.297639
0.882 0.462778 1.59278
0.882 1.39791 0.297051
0.881 0.462365 1.59244
0.881 1.39804 0.296466
0.88 0.461954 1.59209
0.88 1.39816 0.295883
0.879 0.461544 1.59174
0.879 1.39828 0.295302
0.878 0.461137 1.59139
0.878 1.39839 0.294724
0.877 0.46073 1.59104
0.877 1.39851 0.294149
0.876 0.460326 1.59068
0.876 1.39862 0.293576
0.875 0.459923 1.59033
0.875 1.39873 0.293005
0.874 0.459522 1.58997
0.874 1.39884 0.292437
0.873 0.459123 1.58962
0.873 1.39895 0.29187
0.872 0.458725 1.58926
0.872 1.39905 0.291307
0.871 0.458329 1.5889
0.871 1.39915 0.290745
0.87 0.457934 1.58854
0.87 1.39925 0.290186
0.869 0.457541 1.58818
0.869 1.39935 0.289629
0.868 0.45715 1.58782
0.868 1.39945 0.289075
0.867 0.45676 1.58746
0.867 1.39954 0.288522
0.866 0.456372 1.58709
0.866 1.39964 0.287972
0.865 0.455985 1.58673
0.865 1.39973 0.287424
0.864 0.4556 1.58637
0.864 1.39981 0.286879
0.863 0.455217 1.586
0.863 1.3999 0.286335
0.862 0.454835 1.58563
0.862 1.39998 0.285794
0.861 0.454454 1.58526
0.861 1.40007 0.285255
0.86 0.454075 1.58489
0.86 1.40015 0.284718
0.859 0.453698 1.58452
0.859 1.40022 0.284184
0.858 0.453322 1.58415
0.858 1.4003 0.283651
0.857 0.452947 1.58378
0.857 1.40037 0.283121
0.856 0.452574 1.58341
0.856 1.40045 0.282593
0.855 0.452203 1.58304
0.855 1.40052 0.282066
0.854 0.451833 1.58266
0.854 1.40058 0.281542
0.853 0.451464 1.58229
0.853 1.40065 0.28102
0.852 0.451097 1.58191
0.852 1.40071 0.2805
0.851 0.450732 1.58154
0.851 1.40078 0.279983
0.85 0.450368 1.58116
0.85 1.40084 0.279467
0.849 0.450005 1.58078
0.849 1.4009 0.278953
0.848 0.449643 1.5804
0.848 1.40095 0.278441
0.847 0.449284 1.58002
0.847 1.40101 0.277932
0.846 0.448925 1.57964
0.846 1.40106 0.277424
0.845 0.448568 1.57926
0.845 1.40111 0.276918
0.844 0.448212 1.57888
0.844 1.40116 0.276414
0.843 0.447858 1.5785
0.843 1.40121 0.275913
0.842 0.447505 1.57812
0.842 1.40125 0.275413
0.841 0.447153 1.57773
0.841 1.4013 0.274915
0.84 0.446803 1.57735
0.84 1.40134 0.274419
0.839 0.446454 1.57697
0.839 1.40138 0.273925
0.838 1.40142 0.273432
0.838 0.446106 1.57658
0.837 1.40145 0.272942
0.837 0.44576 1.5762
0.836 1.40149 0.272454
0.836 0.445415 1.57581
0.835 1.40152 0.271967
0.835 0.445072 1.57542
0.834 1.40155 0.271483
0.834 0.444729 1.57504
0.833 1.40158 0.271
