time,std
0,0.06024488035700394
1,0.007253646215188676
2,0.017444946494819688
3,0.0027351378630098553
4,0.015290816719903465
5,0.0018602865778428758
6,0.01484768006597477
7,0.001271118633744125
8,0.014929055289115022
9,0.001127190624433462
10,0.015606923591806179
11,0.0013669980776185675
12,0.01641898188869628
13,0.002426204575956052
14,0.016867029217512656
15,0.005790584089698628
16,0.015286375858024961
17,0.01700672878569432
18,0.008918455119241915
19,0.051770851705477856
20,0.0006775983552089336
21,0.09630829798039478
22,0.05149913267605131
23,0.2352599909959594
24,0.1733820219305575
25,0.2795277645380259
26,0.3442845970717379
27,0.3343487781870638
28,0.2885327664981111
29,0.33065265836899205
30,0.2194772991906341
31,0.31956117431292247
32,0.1748106700862855
33,0.2960131547214735
34,0.13381002600393008
35,0.26234701187571247
36,0.139500616470498
37,0.2485817439283668
38,0.10636090264286802
39,0.23499182161564552
40,0.13477104991865888
41,0.2545903010954774
42,0.10015653950703542
43,0.22984761352277716
44,0.10861513219481364
45,0.2268483939688439
46,0.12607885345897513
47,0.24655704928558855
48,0.09389019397577014
49,0.23015184158738056
50,0.1293697605896075
51,0.24384262686070338
52,0.15289522353989124
53,0.25809044457202
54,0.11827231713503614
55,0.24138191461441677
56,0.10904337908249104
57,0.23453849426056508
58,0.10543463383466123
59,0.23141642447661467
60,0.10940686626375744
61,0.23695185882473102
62,0.13365229654181718
63,0.24264659654718818
64,0.11795225081894177
65,0.23674462380521297
66,0.10066268089374678
67,0.2330447296469869
68,0.1476791349790649
69,0.2569525372443032
70,0.1368875271799346
71,0.25658323716533193
72,0.14407333309589168
73,0.25778486961980734
74,0.14659726438861778
75,0.26712433477909103
76,0.11986772082805998
77,0.25547439602926114
78,0.08928167184257885
79,0.22511847641528093
80,0.11547309594308319
81,0.2367855969674741
82,0.10631049155118065
83,0.23951558553282734
84,0.1374239214641838
85,0.25389343695399386
86,0.1391087820489281
87,0.25825811711128815
88,0.11891602872089681
89,0.241496872823109
90,0.10969132339106322
91,0.24869590726751323
92,0.09992500230844018
93,0.23621493507836316
94,0.1177912890451209
95,0.2423373868424144
96,0.11320869790151392
97,0.24199625113701145
98,0.11561863537516832
99,0.24831241874658086
100,0.14468326318404864
101,0.2542450025339728
102,0.14354557183276864
103,0.26165875132747
104,0.13656795321003273
105,0.2566512564083088
106,0.11688017046756574
107,0.2447501338814795
108,0.11356278515673433
109,0.23364671687553396
110,0.12064407362431055
111,0.2501918364690722
112,0.11376582240056053
113,0.2497606873564955
114,0.09571281371051137
115,0.22776853936525593
116,0.1337407254841992
117,0.24455426926006477
118,0.12370417067098174
119,0.2558268164360933
120,0.10181157983160093
121,0.24021151069547644
122,0.1399989159940356
123,0.25895901576800506
124,0.13777314421088813
125,0.25786882336272815
126,0.12188294226405344
127,0.24867604027920234
128,0.13051774906446845
129,0.2492636302033886
130,0.12054477587815603
131,0.25671353325512725
132,0.11106252600937508
133,0.24167421613039297
134,0.14184770761373938
135,0.25372704478185565
136,0.1505607610136464
137,0.2622353089539773
138,0.12602446499453995
139,0.2558179812502284
140,0.1255698288145482
141,0.2486388611662558
142,0.13301760562077686
143,0.2514326630424598
144,0.11591532363298543
145,0.2435853028964634
146,0.10745179500201466
147,0.23961813686262431
148,0.12781823197805545
149,0.254511698763163
150,0.12009596713625269
151,0.24743416485084146
152,0.11646316697071887
153,0.2418684572309053
154,0.13417179244294228
155,0.2541323341270834
156,0.11939203703672056
157,0.2436408252733125
158,0.1184724901686406
159,0.24889665281855325
160,0.13949262943220359
161,0.25783601787700683
162,0.09934679905628324
163,0.2450348850455859
164,0.12166462254877922
165,0.24450646029591264
166,0.12751909077903908
167,0.24375748861400454
168,0.12637293220901505
169,0.2513949716316193
170,0.11733925766309942
171,0.25112334436119144
172,0.09295098972540469
173,0.23130861170531464
174,0.12212658113894559
175,0.24530294093589497
176,0.10974473898922797
177,0.24158764283656062
178,0.10802064637616118
179,0.24068541283427172
180,0.12175387931330194
181,0.24091806341620528
182,0.12051683064812997
183,0.24794284127977947
184,0.1270925101451561
185,0.2488690954786261
186,0.08998098324215154
187,0.22595769424004822
188,0.09789600676514879
189,0.23429179084217663
190,0.11247739745846427
191,0.23290585903364497
192,0.11081969905769908
193,0.24790939227156253
194,0.13909159927162265
195,0.25448568478368916
196,0.12992659279294894
197,0.2566343278037397
198,0.1416921138899434
199,0.257134307768807
200,0.11535233642697747
201,0.2584496540227495
202,0.1161532168221553
203,0.24339623792852355
204,0.12264460449660268
205,0.2492642730411751
206,0.13932048021305518
207,0.2589224121702827
208,0.13178663964355136
209,0.2539945209219449
210,0.12585695395558297
211,0.24874597119258657
212,0.12115623420333771
213,0.2544693791097431
214,0.1337041380536102
215,0.24937301022427866
216,0.11239687000068001
217,0.24237083082796143
218,0.12308842769528142
219,0.24965083533435328
220,0.10287246841387267
221,0.23844068174645294
222,0.12146685374977724
223,0.23822230495151134
224,0.10604141173421411
225,0.2378306472434373
226,0.10847881222395105
227,0.24572644158151596
228,0.11484227811332481
229,0.24497963667883071
230,0.145237881498041
231,0.26514722749754605
232,0.14659144647192493
233,0.26727185601324555
234,0.13207588772550805
235,0.2561474254981528
236,0.11793441933457861
237,0.24214361681556343
238,0.1233517056362408
239,0.24719882725011685
240,0.09681254529076311
241,0.23956936023362344
242,0.1227509727254119
243,0.24700599222060662
244,0.15475951475023153
245,0.2623403416683464
246,0.12810640419670566
247,0.2588059375124089
248,0.10679400579383684
249,0.2430825392284753
250,0.13125844867306757
251,0.2512725847760065
252,0.11219832643721454
253,0.24563837622123663
