time,std
0,0.49501510689271405
1,1.4224849965524382
2,0.7414028573638126
3,0.361549632963573
4,0.2887950228570863
5,0.20445564858459694
6,0.18660101964965706
7,0.1430837447375609
8,0.13441603521343454
9,0.10648963923479352
10,0.10052970522801122
11,0.08139253607961507
12,0.07682335661275186
13,0.06325445144518177
14,0.059522558324027655
15,0.049688960313027844
16,0.04655928599857946
17,0.039315685840888334
18,0.036672523558968294
19,0.03126629786255066
20,0.029037334756670866
21,0.02495811226046677
22,0.023087129285719835
23,0.019980389819970426
24,0.01841851910907368
25,0.01603272214498808
26,0.014735118537375134
27,0.012889908932819051
28,0.011816199382516678
29,0.010380135692117216
30,0.009494863821636572
31,0.008370754234957764
32,0.007642649040659344
33,0.00675853287165383
34,0.006160948725387766
35,0.005462546974375622
36,0.004972739789789955
37,0.004419049656908457
38,0.004018230027326427
39,0.003577707865803475
40,0.0032499416901923144
41,0.002898502762904685
42,0.00263079047219757
43,0.002349602067824449
44,0.0021307700272252318
45,0.001905604096173559
46,0.0017271014540458528
47,0.0015461439841131595
48,0.0014004792012483806
49,0.0012549749837002264
50,0.001136234428211035
51,0.0010189485238477093
52,0.0009221236810726866
53,0.0008275306833635088
54,0.0007473043209762389
55,0.0006710664597161135
56,0.0006067005279688689
57,0.0005452367185935128
58,0.0004928970646951785
59,0.00044304757765711535
60,0.0004004656510252416
61,0.00036007540169461974
62,0.0003254673338964192
63,0.0002926871346495449
64,0.00026449832898321524
65,0.00023794008869557713
66,0.00021487892655029048
67,0.00019342450000515507
68,0.00017463875847450032
69,0.00015724316608046543
70,0.00014205008775383822
71,0.00012787126117492324
72,0.00011540601081329756
73,0.00010396649034343435
74,9.392194488036192e-05
75,8.454955860466486e-05
76,7.638228521375672e-05
77,6.874947056716376e-05
78,6.215734290217655e-05
79,5.590062332880647e-05
80,5.0476926413007596e-05
81,4.5450422287717964e-05
82,4.114150057601024e-05
83,3.697759973421011e-05
84,3.353343808522395e-05
85,3.00716254188948e-05
86,2.7361592846690194e-05
87,2.445026394005481e-05
88,2.2175118574779194e-05
89,1.9884543191854538e-05
90,1.811294080916458e-05
91,1.618564428363876e-05
92,1.4710939261735112e-05
93,1.3161650925318078e-05
94,1.1994970868256807e-05
95,1.0692895682065361e-05
96,1.0296237019274932e-05
97,8.69600775285524e-06
98,8.521604487978885e-06
99,7.093717350347041e-06
100,6.836139150109626e-06
101,5.770249406010772e-06
102,6.2099426668439125e-06
103,4.688836688092952e-06
104,4.7910960518709616e-06
105,3.8185385674154305e-06
106,3.997589072140668e-06
107,3.104293043253537e-06
108,4.6008148591282805e-06
109,2.5394808349868507e-06
110,2.357853643998248e-06
111,2.0514682385864733e-06
112,4.0125199624006384e-06
113,1.6937160010328241e-06
114,2.6990544947844262e-06
115,1.394536793712483e-06
116,2.2205138149881785e-16
117,1.1302831417208241e-06
118,4.994424709242585e-06
119,9.515978749281969e-07
120,0.0
121,8.283286148589759e-07
122,0.0
123,6.529567640980018e-07
124,2.2205138149881785e-16
125,4.986723106086579e-07
126,4.441027629976357e-16
127,4.947343741568672e-07
128,2.2205138149881785e-16
129,3.8475134084635293e-07
130,3.690094435932995e-06
131,4.738352491867633e-07
132,0.0
133,4.709565124680676e-07
134,0.0
135,1.1102569074940892e-16
136,0.0
137,4.754527870792628e-07
138,2.2205138149881785e-16
139,2.49846879044443e-07
140,2.2205138149881785e-16
141,1.5731322775949085e-07
142,2.2205138149881785e-16
143,4.3442635924658334e-07
144,2.2205138149881785e-16
145,2.4294929558759583e-07
146,2.2205138149881785e-16
147,0.0
148,2.2205138149881785e-16
149,2.2205138149881785e-16
150,2.2205138149881785e-16
151,2.2205138149881785e-16
152,2.2205138149881785e-16
153,4.441027629976357e-16
154,2.2205138149881785e-16
155,0.0
156,2.2205138149881785e-16
157,2.2205138149881785e-16
158,2.2205138149881785e-16
159,2.2205138149881785e-16
160,2.2205138149881785e-16
161,2.2205138149881785e-16
162,2.2205138149881785e-16
163,0.0
164,2.2205138149881785e-16
165,4.441027629976357e-16
166,2.2205138149881785e-16
167,4.441027629976357e-16
168,2.2205138149881785e-16
169,1.1102569074940892e-16
170,0.0
171,2.2205138149881785e-16
172,0.0
173,2.2205138149881785e-16
174,0.0
175,3.3307707224822677e-16
176,0.0
177,3.3307707224822677e-16
178,0.0
179,3.3307707224822677e-16
180,0.0
181,2.2205138149881785e-16
182,0.0
183,2.2205138149881785e-16
184,0.0
185,2.2205138149881785e-16
186,0.0
187,2.2205138149881785e-16
188,0.0
189,3.3307707224822677e-16
190,0.0
191,3.3307707224822677e-16
192,0.0
193,3.3307707224822677e-16
194,0.0
195,3.3307707224822677e-16
196,0.0
197,3.3307707224822677e-16
198,0.0
199,3.3307707224822677e-16
200,0.0
201,3.3307707224822677e-16
202,0.0
203,3.3307707224822677e-16
204,0.0
205,3.3307707224822677e-16
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
