0 0 0.247881 0.206984
0 0.3125 0.252812 0.207335
0 0.625 0.26775 0.206813
0 0.9375 0.292137 0.201471
0 1.25 0.3221 0.18749
0 1.5625 0.34866 0.165169
0 1.875 0.361271 0.140105
0 2.1875 0.355387 0.119033
0 2.5 0.335065 0.105581
0 2.8125 0.308488 0.100201
0 3.125 0.283009 0.10195
0 3.4375 0.263313 0.109474
0 3.75 0.251657 0.121024
0 4.0625 0.248549 0.134214
0 4.375 0.253165 0.146201
0 4.6875 0.263541 0.154482
0 5 0.276887 0.157852
0 5.3125 0.290272 0.156717
0 5.625 0.301456 0.15255
0 5.9375 0.309351 0.147017
0 6.25 0.313935 0.141385
0 6.5625 0.315815 0.136373
0 6.875 0.315802 0.132263
0 7.1875 0.314642 0.129068
0 7.5 0.312907 0.126677
0 7.8125 0.310989 0.124939
0 8.125 0.309131 0.123703
0 8.4375 0.307473 0.122843
0 8.75 0.306085 0.122256
0 9.0625 0.305 0.121869
0 9.375 0.304226 0.121627
0 9.6875 0.303763 0.121495
0 10 0.303609 0.121453
0 10.3125 0.303763 0.121495
0 10.625 0.304226 0.121627
0 10.9375 0.305 0.121869
0 11.25 0.306085 0.122256
0 11.5625 0.307473 0.122843
0 11.875 0.309131 0.123703
0 12.1875 0.310989 0.124939
0 12.5 0.312907 0.126677
0 12.8125 0.314642 0.129068
0 13.125 0.315802 0.132263
0 13.4375 0.315815 0.136373
0 13.75 0.313935 0.141385
0 14.0625 0.309351 0.147017
0 14.375 0.301456 0.15255
0 14.6875 0.290272 0.156717
0 15 0.276887 0.157852
0 15.3125 0.263541 0.154482
0 15.625 0.253165 0.146201
0 15.9375 0.248549 0.134214
0 16.25 0.251657 0.121024
0 16.5625 0.263313 0.109474
0 16.875 0.283009 0.10195
0 17.1875 0.308488 0.100201
0 17.5 0.335065 0.105581
0 17.8125 0.355387 0.119033
0 18.125 0.361271 0.140105
0 18.4375 0.34866 0.165169
0 18.75 0.3221 0.18749
