0 0 0.00373415 0.680175
0 0.3125 0.00429342 0.694334
0 0.625 0.00678098 0.732966
0 0.9375 0.014698 0.783644
0 1.25 0.0443331 0.81847
0 1.5625 0.165535 0.763153
0 1.875 0.497163 0.489938
0 2.1875 0.749783 0.186384
0 2.5 0.703031 0.0662721
0 2.8125 0.559946 0.0319438
0 3.125 0.425748 0.0219867
0 3.4375 0.320963 0.020649
0 3.75 0.244859 0.0241182
0 4.0625 0.191673 0.0324835
0 4.375 0.15623 0.0472767
0 4.6875 0.134758 0.0702253
0 5 0.124636 0.102356
0 5.3125 0.12456 0.142152
0 5.625 0.134161 0.18455
0 5.9375 0.153017 0.222439
0 6.25 0.180009 0.249548
0 6.5625 0.212635 0.263133
0 6.875 0.247275 0.264438
0 7.1875 0.280184 0.257214
0 7.5 0.308732 0.24557
0 7.8125 0.331757 0.23271
0 8.125 0.349347 0.220567
0 8.4375 0.362219 0.210105
0 8.75 0.371317 0.201655
0 9.0625 0.37749 0.195254
0 9.375 0.381434 0.190798
0 9.6875 0.383611 0.188184
0 10 0.384311 0.18732
0 10.3125 0.383611 0.188184
0 10.625 0.381434 0.190798
0 10.9375 0.37749 0.195254
0 11.25 0.371317 0.201655
0 11.5625 0.362219 0.210105
0 11.875 0.349347 0.220567
0 12.1875 0.331757 0.23271
0 12.5 0.308732 0.24557
0 12.8125 0.280184 0.257214
0 13.125 0.247275 0.264438
0 13.4375 0.212635 0.263133
0 13.75 0.180009 0.249548
0 14.0625 0.153017 0.222439
0 14.375 0.134161 0.18455
0 14.6875 0.12456 0.142152
0 15 0.124636 0.102356
0 15.3125 0.134758 0.0702253
0 15.625 0.15623 0.0472767
0 15.9375 0.191673 0.0324835
0 16.25 0.244859 0.0241182
0 16.5625 0.320963 0.020649
0 16.875 0.425748 0.0219867
0 17.1875 0.559946 0.0319438
0 17.5 0.703031 0.0662721
0 17.8125 0.749783 0.186384
0 18.125 0.497163 0.489938
0 18.4375 0.165535 0.763153
0 18.75 0.0443331 0.81847
0 19.0625 0.014698 0.783644
0 19.375 0.00678098 0.732966
0 19.6875 0.00429342 0.694334

0.3125 0 0.000926934 0.498854
0.3125 0.3125 0.00107168 0.516419
0.3125 0.625 0.00146165 0.567808
0.3125 0.9375 0.00279797 0.646411
0.3125 1.25 0.00735163 0.736321
0.3125 1.5625 0.0277774 0.806922
0.3125 1.875 0.132349 0.782819
0.3125 2.1875 0.478263 0.505736
0.3125 2.5 0.74933 0.182097
0.3125 2.8125 0.693511 0.0630253
0.3125 3.125 0.547102 0.0308379
0.3125 3.4375 0.415141 0.0218134
0.3125 3.75 0.314157 0.0208749
0.3125 4.0625 0.241546 0.0245782
0.3125 4.375 0.191106 0.0327713
0.3125 4.6875 0.157331 0.046707
0.3125 5 0.136427 0.0675989
0.3125 5.3125 0.125798 0.095848
0.3125 5.625 0.123662 0.130271
0.3125 5.9375 0.129135 0.16738
0.3125 6.25 0.141447 0.202406
0.3125 6.5625 0.159582 0.230994
0.3125 6.875 0.18191 0.250756
0.3125 7.1875 0.206407 0.261572
0.3125 7.5 0.230908 0.265059
0.3125 7.8125 0.253663 0.263505
0.3125 8.125 0.273496 0.25914
0.3125 8.4375 0.289907 0.253663
0.3125 8.75 0.302813 0.248252
0.3125 9.0625 0.31243 0.243592
0.3125 9.375 0.319022 0.240089
0.3125 9.6875 0.322868 0.237924
0.3125 10 0.324123 0.2372
0.3125 10.3125 0.322868 0.237924
0.3125 10.625 0.319022 0.240089
0.3125 10.9375 0.31243 0.243592
0.3125 11.25 0.302813 0.248252
0.3125 11.5625 0.289907 0.253663
0.3125 11.875 0.273496 0.25914
0.3125 12.1875 0.253663 0.263505
0.3125 12.5 0.230908 0.265059
0.3125 12.8125 0.206407 0.261572
0.3125 13.125 0.18191 0.250756
0.3125 13.4375 0.159582 0.230994
0.3125 13.75 0.141447 0.202406
0.3125 14.0625 0.129135 0.16738
0.3125 14.375 0.123662 0.130271
0.3125 14.6875 0.125798 0.095848
0.3125 15 0.136427 0.0675989
0.3125 15.3125 0.157331 0.046707
0.3125 15.625 0.191106 0.0327713
0.3125 15.9375 0.241546 0.0245782
0.3125 16.25 0.314157 0.0208749
0.3125 16.5625 0.415141 0.0218134
0.3125 16.875 0.547102 0.0308379
0.3125 17.1875 0.693511 0.0630253
0.3125 17.5 0.74933 0.182097
0.3125 17.8125 0.478263 0.505736
0.3125 18.125 0.132349 0.782819
0.3125 18.4375 0.0277774 0.806922
0.3125 18.75 0.00735163 0.736321
0.3125 19.0625 0.00279797 0.646411
0.3125 19.375 0.00146165 0.567808
0.3125 19.6875 0.00107168 0.516419

0.625 0 0.000364744 0.302249
0.625 0.3125 0.000353312 0.317839
0.625 0.625 0.000486271 0.366006
0.625 0.9375 0.000696638 0.449168
0.625 1.25 0.00147983 0.56309
0.625 1.5625 0.00431722 0.688982
0.625 1.875 0.0192718 0.790928
0.625 2.1875 0.110351 0.793744
0.625 2.5 0.460636 0.520357
0.625 2.8125 0.747582 0.182354
0.625 3.125 0.689924 0.0623797
0.625 3.4375 0.54385 0.030737
0.625 3.75 0.414423 0.0219719
0.625 4.0625 0.316297 0.0209086
0.625 4.375 0.245708 0.024285
0.625 4.6875 0.196494 0.0315516
0.625 5 0.163084 0.0434168
0.625 5.3125 0.141446 0.0607361
0.625 5.625 0.129045 0.0835355
0.625 5.9375 0.123866 0.110995
0.625 6.25 0.124588 0.141077
0.625 6.5625 0.130137 0.171041
0.625 6.875 0.139597 0.198148
0.625 7.1875 0.151856 0.220565
0.625 7.5 0.165779 0.23755
0.625 7.8125 0.180168 0.249399
0.625 8.125 0.194032 0.256961
0.625 8.4375 0.206544 0.261348
0.625 8.75 0.217194 0.263574
0.625 9.0625 0.225631 0.264511
0.625 9.375 0.231723 0.264763
0.625 9.6875 0.235378 0.264767
0.625 10 0.236606 0.264737
0.625 10.3125 0.235378 0.264767
0.625 10.625 0.231723 0.264763
0.625 10.9375 0.225631 0.264511
0.625 11.25 0.217194 0.263574
0.625 11.5625 0.206544 0.261348
0.625 11.875 0.194032 0.256961
0.625 12.1875 0.180168 0.249399
0.625 12.5 0.165779 0.23755
0.625 12.8125 0.151856 0.220565
0.625 13.125 0.139597 0.198148
0.625 13.4375 0.130137 0.171041
0.625 13.75 0.124588 0.141077
0.625 14.0625 0.123866 0.110995
0.625 14.375 0.129045 0.0835355
0.625 14.6875 0.141446 0.0607361
0.625 15 0.163084 0.0434168
0.625 15.3125 0.196494 0.0315516
0.625 15.625 0.245708 0.024285
0.625 15.9375 0.316297 0.0209086
0.625 16.25 0.414423 0.0219719
0.625 16.5625 0.54385 0.030737
0.625 16.875 0.689924 0.0623797
0.625 17.1875 0.747582 0.182354
0.625 17.5 0.460636 0.520357
0.625 17.8125 0.110351 0.793744
0.625 18.125 0.0192718 0.790928
0.625 18.4375 0.00431722 0.688982
0.625 18.75 0.00147983 0.56309
0.625 19.0625 0.000696638 0.449168
0.625 19.375 0.000486271 0.366006
0.625 19.6875 0.000353312 0.317839

0.9375 0 0.000186098 0.150519
0.9375 0.3125 0.000223515 0.160287
0.9375 0.625 0.000212705 0.192222
0.9375 0.9375 0.000303067 0.253393
0.9375 1.25 0.000421455 0.3527
0.9375 1.5625 0.000946061 0.490447
0.9375 1.875 0.00283952 0.645266
0.9375 2.1875 0.0142051 0.773623
0.9375 2.5 0.0921624 0.801256
0.9375 2.8125 0.433489 0.543539
0.9375 3.125 0.742789 0.191978
0.9375 3.4375 0.695012 0.0654094
0.9375 3.75 0.552821 0.0318778
0.9375 4.0625 0.425529 0.0225292
